"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-16","23.8","31.4","16.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-17","23.3","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-18","22.9","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-19","23.9","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-20","23.8","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-21","23.8","32.0","15.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-22","23.3","31.7","14.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-23","23.2","30.0","17.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-24","23.3","29.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-25","24.6","30.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-26","25.1","30.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-27","24.2","29.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-28","24.8","30.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-29","24.9","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-11-30","24.9","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-01","24.4","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-02","24.2","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-03","22.4","32.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-04","23.3","32.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-05","24.3","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-06","24.7","33.4","17.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-07","24.3","31.1","16.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-08","24.1","30.5","14.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-09","25.4","31.8","16.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-10","25.5","33.1","16.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-11","26.1","33.1","17.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-12","25.4","32.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-13","24.4","30.4","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-14","23.4","30.4","15.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-15","23.1","30.2","14.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-16","23.0","30.2","14.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-17","23.1","30.1","14.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-18","22.6","30.1","14.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-19","22.9","30.0","15.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-20","23.3","30.1","14.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-21","22.3","30.1","13.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-22","22.8","29.6","13.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-23","22.3","29.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-24","23.1","30.7","13.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-25","22.4","31.4","12.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-26","23.8","31.4","12.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-27","22.6","31.4","12.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-28","24.0","31.4","13.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-29","23.3","31.4","13.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-30","24.8","31.0","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-12-31","23.4","30.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-01","24.3","28.5","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-02","26.1","31.0","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-03","26.9",,"20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-04","26.8","33.5","20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-05","27.6","33.9","20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-06","28.2","34.6","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-07","26.9","34.6","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-08","27.0","34.2","19.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-09","25.5","33.6","17.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-10","24.2","32.5","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-11","22.3","29.4","16.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-12","22.6","28.7","15.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-13","20.8","28.7","12.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-14","20.0","27.8","11.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-15","19.3",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-16","22.9","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-17","23.7","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-18","24.3","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-19","25.2",,"13.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-20","24.2","32.6","17.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-21","23.7","30.6","15.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-22","24.9",,"16.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-23","24.9","30.6","18.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-24","25.8",,"18.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-25","25.3","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-26","25.7","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-27","26.2","32.4","15.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-28","24.7","31.6","17.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-29","24.6",,"17.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-30","24.6","30.2","17.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-01-31","25.2","30.1","17.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-01","25.4","30.3","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-02","24.6","30.3","17.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-03","24.8",,"17.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-04","23.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-05","25.2",,"15.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-06","26.2","33.3","16.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-07","27.5",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-08","27.4","34.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-09","24.8","34.3","17.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-10","25.8","32.0","16.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-11","25.8","32.0","19.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-12","27.1",,"19.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-13","26.9","33.9","19.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-14","28.4","35.1","19.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-15","29.1","35.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-16","28.2",,"19.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-17","26.6","35.2","19.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-18","26.2","35.1","19.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-19","27.5","35.3","18.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-20","27.6","35.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-21","28.6","36.6","17.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-22","28.6","36.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-23","28.7","36.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-24","28.0","36.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-25","29.2","36.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-26","28.0","36.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-27","28.6","36.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-28","29.5",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-02-29","28.9","37.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-01","28.4","37.3","17.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-02","29.1","37.9","18.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-03","28.9","37.9","18.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-04","29.4","37.1","18.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-05","29.2","37.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-06","32.0","37.8","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-07","29.9","37.8","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-08","28.7","37.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-09","28.2",,"18.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-10","29.8",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-11","28.7","35.6","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-12","29.6","35.7","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-13","29.8","35.7","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-14","29.7","36.3","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-15","30.4","37.4","19.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-16","29.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-17","31.4","38.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-18","32.0","38.3","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-19","32.2","39.6","21.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-20","31.6","40.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-21","33.3","40.3","21.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-22","31.8","39.3","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-23","31.4","39.4","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-24","32.3","39.4","18.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-25","31.8","39.3","19.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-26","31.1","38.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-27","30.7",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-28","31.9",,"21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-29","31.8",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-30","32.7",,"25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-03-31","31.6","39.6","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-01","31.2","37.4","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-02","32.1","38.5","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-03","31.8","38.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-04","32.7",,"23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-05","32.6","39.9","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-06","31.4","39.4","24.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-07","30.1","37.8","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-08","30.6","38.6","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-09","32.1","39.4","24.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-10","31.2","39.5","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-11","31.6","39.5","25.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-12","30.3","38.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-13","30.1","37.0","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-14","30.9","37.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-15","31.1","37.7","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-16","33.1","38.9","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-17","32.3","39.0","25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-18","32.7","39.0","26.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-19","33.4","39.5","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-20","34.2","40.4","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-21","34.4","40.4","26.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-22","34.0","40.4","25.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-23","27.3","40.4","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-24","32.3","38.4","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-25","32.8","38.5","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-26","31.3","38.5","26.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-27","31.5","37.6","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-28","32.6","37.6","26.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-29","32.9","40.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-04-30","33.1","40.5","25.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-01","34.2","40.9","27.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-02","34.9","41.9","27.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-03","35.2","41.9","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-04","35.2","42.0","25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-05","34.8","42.0","28.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-06","33.7","40.5","27.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-07","33.9","40.6","27.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-08","32.4","40.6","26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-09","35.4","41.4","25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-10","32.2","41.4","27.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-11","31.4","40.1","25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-12","32.8","40.2","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-13","31.9","40.2","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-14","34.3","41.5","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-15","34.7","41.7","26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-16","34.9","42.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-17","36.4","42.3","26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-18","35.9","42.9","25.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-19","36.1","43.0","26.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-20","35.9","43.0","28.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-21","36.3","43.1","28.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-22","36.8","43.1","29.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-23","36.6","42.3","29.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-24","36.4","42.9","29.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-25","37.1","42.9","29.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-26","35.8","41.6","29.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-27","36.2","42.0","29.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-28","36.1","43.0","29.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-29","35.8","43.0","27.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-30","37.4",,"29.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-05-31","37.7",,"29.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-01","35.7","41.8","28.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-02","36.0",,"28.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-03","36.2","41.0","28.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-04","36.4",,"28.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-05","35.3",,"27.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-06","33.6","39.9","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-07","33.8","38.3","25.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-08","34.2",,"25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-09","33.0","38.4","26.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-10","33.3","38.4","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-11","32.1",,"25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-12","33.9",,"25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-13","32.2","37.6","26.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-14","31.9","38.1","27.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-15","31.2","38.1","25.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-16","29.8","36.6","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-17","26.5","33.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-18","23.9","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-19","25.5","29.1","20.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-20","27.7",,"22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-21","26.1","29.4","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-22","28.9","32.8","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-23","30.6","35.0","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-24","31.2",,"25.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-25","30.3",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-26","27.6","35.3","21.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-27","27.3","32.4","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-28","28.2","32.8","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-29","27.9","33.1","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-06-30","28.4","33.9","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-01","27.4","33.9","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-02","27.9",,"23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-03","27.1","30.4","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-04","28.7","32.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-05","29.4","33.4","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-06","27.6","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-07","27.0",,"21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-08","29.1",,"22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-09","26.8","32.9","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-10","28.1","31.4","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-11","28.8",,"23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-12","30.1","34.0","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-13","29.4","34.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-14","26.9","34.8","21.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-15","25.2","30.3","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-16","26.0","29.3","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-17","26.3","31.9","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-18","25.9","31.9","21.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-19","25.1","29.5","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-20","24.1","27.8","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-21","24.3","27.8","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-22","25.8",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-23","28.0",,"22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-24","27.1",,"22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-25","25.5","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-26","25.9","29.5","21.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-27","26.3","29.5","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-28","26.6",,"22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-29","26.4","31.2","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-30","25.9","30.6","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-07-31","24.7","29.3","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-01","25.8",,"21.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-02","25.9","30.4","21.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-03","25.1","30.0","20.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-04","25.1","28.2","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-05","27.0","29.3","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-06","26.2","30.4","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-07","27.5",,"23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-08","26.6","32.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-09","26.1","32.1","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-10","26.5","31.0","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-11","25.2","31.0","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-12","26.2","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-13","28.2","31.6","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-14","28.1","31.7","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-15","27.7","31.8","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-16","27.3","31.8","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-17","27.6","31.5","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-18","26.6","31.5","21.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-19","25.9","30.9","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-20","27.6","32.2","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-21","26.8","32.2","23.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-22","28.2","32.4","23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-23","29.6","34.1","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-24","26.7","34.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-25","24.5","30.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-26","25.2","30.9","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-27","24.6","28.9","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-28","25.8","30.5","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-29","26.7","31.4","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-30","25.8","31.4","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-08-31","25.9","29.9","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-01","27.8","31.0","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-02","27.2","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-03","23.7","31.6","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-04","25.2","28.6","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-05","25.8","29.4","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-06","27.3",,"23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-07","27.3","31.9","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-08","28.2","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-09","27.3","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-10","24.8","30.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-11","25.7","30.1","21.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-12","26.6","30.1","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-13","27.3","31.3","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-14","27.4","31.4","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-15","26.8","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-16","26.7","30.7","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-17","26.7","30.1","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-18","27.2","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-19","26.7",,"23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-20","27.8","33.0","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2012-09-21","26.2","33.0","23.0"
