"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-01","22.4","28.8","15.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-02","22.8","29.4","15.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-03","21.3","30.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-04","23.4","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-05","23.6","31.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-06","22.1","28.0","14.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-07","20.6","27.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-08","21.8","28.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-09","22.7","27.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-10","23.9","29.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-11","24.2","29.0","20.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-12","24.9","29.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-13","22.6","27.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-14","23.2","27.6","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-15","22.6","27.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-16","22.3","29.5","15.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-17","23.3","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-18","22.5","29.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-19","23.2","30.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-20","21.0","30.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-21","21.4","30.3","10.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-22","20.4","29.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-23","21.2","29.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-24","21.8","28.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-25","21.8","29.0","16.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-26","21.4","28.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-27","22.6","28.5","13.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-28","22.8","29.0","17.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-29","23.3","29.4","19.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-30","22.8","30.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-31","22.0","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-01","22.2","29.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-02","23.6","30.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-03","24.6","31.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-04","24.9","31.4","18.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-05","24.1",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-06","24.1","31.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-07","24.3","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-08","24.3","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-09","24.3","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-10","23.8","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-11","24.8","29.8","18.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-12","25.2","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-13","25.7","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-14","27.2","35.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-15","27.5","34.3","20.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-16","25.7","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-17","26.8","35.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-18","27.1","34.4","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-19","28.2","35.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-20","27.8","35.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-21","27.6","35.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-22","27.9","35.7","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-23","27.6","35.3","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-24","28.1","35.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-25","27.2","36.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-26","28.2","34.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-27","29.0","35.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-02-28","28.2","36.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-01","28.6","36.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-02","29.2","37.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-03","28.8","37.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-04","29.9","37.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-05","30.5","37.8","21.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-06","30.9","38.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-07","29.6","36.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-08","30.4","38.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-09","31.3",,"23.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-10","28.0","35.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-11","29.5","35.5","22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-12","30.2","36.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-13","30.3","36.4","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-14","29.8","37.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-15","27.7","35.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-16","28.8","38.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-17","29.1","36.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-18","28.5",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-19","30.1","37.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-20","30.8","39.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-21","31.7","39.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-22","32.3","41.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-23","32.9","40.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-24","31.7","39.4","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-25","30.9","39.3","23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-26","30.7","38.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-27","29.6","37.5","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-28","30.6","37.4","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-29","29.8","37.7","24.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-30","29.9","38.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-03-31","31.2","39.4","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-01","32.1","38.8","24.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-02","31.4","39.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-03","32.4","39.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-04","33.2","39.4","24.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-05","32.9","40.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-06","33.7","40.6","24.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-07","33.0","40.6","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-08","31.6","38.8","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-09","33.4","39.6","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-10","33.0","41.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-11","34.8","42.4","24.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-12","35.7","42.5","26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-13","35.7","42.5","28.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-14","33.4","41.6","26.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-15","34.2","42.7","25.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-16","33.2","39.6","26.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-17","32.9","41.0","25.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-18","34.7","41.4","26.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-19","34.7","42.0","28.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-20","34.1","41.4","26.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-21","34.9","42.1","27.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-22","34.8",,"27.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-23","34.1","42.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-24","34.3","41.9","25.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-25","34.9","42.0","27.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-26","30.7","38.8","25.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-27","32.9","41.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-28","33.3","40.9","26.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-29","32.0","39.3","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-04-30","30.8","38.5","26.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-01","30.9","36.6","27.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-02","30.6","37.9","24.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-03","28.7","37.2","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-04","30.5","39.0","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-05","32.8","39.6","23.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-06","34.2","42.0","25.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-07","33.3","40.3","25.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-08","33.2","39.6","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-09","34.6","43.0","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-10","35.9",,"28.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-11","36.8","44.5","30.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-12","36.3","44.0","29.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-13","36.0","42.9","28.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-14","35.8","43.2","29.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-15","34.1","41.1","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-16","33.1","42.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-17","34.7","42.3","25.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-18","32.0","40.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-19","30.2","34.3","23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-20","26.1","30.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-21","26.9","32.3","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-22","29.6","40.3","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-23","31.5","40.3","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-24","35.6","43.3","26.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-25","36.0","44.0","27.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-26","35.1","42.3","27.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-27","34.9",,"27.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-28","34.9","43.0","28.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-29","36.0","43.6","29.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-30","34.5","42.9","28.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-05-31","35.2","42.1","28.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-01","32.0","42.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-02","31.9","38.1","23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-03","32.4","41.0","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-04","34.3","40.8","27.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-05","33.9","40.1","29.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-06","33.4","39.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-07","33.4","40.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-08","32.8","40.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-09","30.5","35.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-10","30.1","38.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-11","29.7","36.3","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-12","27.9","35.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-13","26.9","33.9","22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-14","26.6",,"22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-15","27.6","34.0","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-16","27.7","34.4","23.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-17","28.1","34.1","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-18","26.3","35.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-19","26.7","31.4","23.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-20","25.2","30.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-21","26.9","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-22","29.1","35.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-23","27.8","33.6","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-24","26.6","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-25","28.3","34.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-26","29.1","35.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-27","29.6","36.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-28","31.4","37.1","25.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-29","29.9","35.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-06-30","27.8","35.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-01","25.8","32.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-02","24.4","26.9","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-03","24.8","28.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-04","26.9","32.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-05","27.6","34.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-06","24.4","29.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-07","25.7","29.9","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-08","24.2","28.2","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-09","26.6","32.5","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-10","28.3","33.8","23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-11","25.6","30.0","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-12","25.6","29.4","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-13","28.1","33.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-14","27.6","33.2","24.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-15","27.6","32.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-16","25.8","32.1","22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-17","25.1","30.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-18","26.4","31.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-19","26.3","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-20","27.2","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-21","25.1","30.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-22","24.9","28.4","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-23","25.4","32.2","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-24","23.7","29.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-25","22.7","25.0","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-26","25.1",,"22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-27","25.2","29.6","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-28","24.7","30.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-29","23.1",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-30","24.6",,"21.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-07-31","26.2","31.5","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-01","26.6","32.0","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-02","26.4","32.1","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-03","25.7","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-04","26.3","31.1","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-05","25.1","29.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-06","22.0","24.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-07","25.1","30.2","20.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-08","26.8",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-09","26.7","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-10","26.7","32.9","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-11","26.4","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-12","26.3","32.8","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-13","26.1","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-14","25.4","32.1","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-15","25.9","32.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-16","27.5","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-17","26.2","34.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-18","26.4","32.4","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-19","26.4","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-20","25.6","31.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-21","26.6","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-22","26.6","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-23","27.8","33.4","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-24","26.1","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-25","24.9","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-26","25.4","30.3","22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-27","25.6","31.4","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-28","25.2","29.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-29","24.3","27.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-30","22.8","25.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-08-31","24.2","28.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-01","25.7","31.4","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-02","26.0","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-03","25.7","30.4","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-04","23.0","27.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-05","24.4","28.4","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-06","24.7","29.4","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-07","23.9","27.4","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-08","24.7","29.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-09","25.0","29.8","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-10","26.3","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-11","26.8","32.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-12","26.2","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-13","26.6","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-14","24.3","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-15","25.6","31.9","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-16","24.8","31.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-17","23.9","29.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-18","24.9","31.3","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-19","26.2","32.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-20","27.1","33.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-21","25.9","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-22","26.1","34.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-23","26.8","33.3","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-24","24.3","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-25","25.8","33.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-26","26.4","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-27","26.2","33.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-28","27.0","32.2","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-29","25.9","32.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-09-30","25.4","31.6","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-01","26.3","31.3","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-02","25.4","31.4","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-03","26.4","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-04","26.0","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-05","26.9","32.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-06","27.1","32.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-07","26.3","32.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-08","26.7","33.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-09","26.9","34.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-10","26.4","34.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-11","26.6","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-12","26.9","34.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-13","26.6","35.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-14","25.9","34.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-15","26.0","32.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-16","22.6","26.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-17","22.1","24.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-18","22.7","26.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-19","26.2","31.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-20","25.4","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-21","26.9","33.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-22","25.7","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-23","24.1","32.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-24","24.9","31.7","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-25","25.4","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-26","25.6","32.1","20.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-27","25.3","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-28","24.2","32.2","16.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-29","24.1","31.0","16.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-30","23.2","27.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-10-31","22.6","26.4","20.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-01","21.9","26.0","19.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-02","22.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-03","23.0","28.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-04","24.5","31.0","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-05","24.2","30.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-06","22.6","28.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-07","23.2","27.6","18.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-08","22.6","26.4","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-09","23.7","30.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-10","25.0","31.2","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-11","26.1","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-12","25.3","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-13","25.9","32.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-14","25.4","32.6","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-15","24.7","31.5",
